ID,Content,Class,Platform
1164419458850418688,"#الصحافة مهنة قد تعرّض أصحابها للاغتيال أو الاعتقال أو الإخفاء القسري..
سنة 2018 شهدت ارتفاعاً في وتيرة العنف ضد الصحفيين حول العالم حسب منظمة مراسلون بلا حدود.
حادثة اغتيال الإعلامي السعودي #جمال_خاشقجي والصحفي السلوفاكي يان كوسياك سلطتا الضوء على وحشية أعداء حرية الصحافة. ",human-rights-press-freedom,twitter
1217514060532592640,"أين المحامية هدى عبد المنعم؟
كن جزءاً من مجتمعنا  https://www.youtube.com/ajplusarabi 'أخذوا ماما ومشيوا.. كسّروا البيت.. وبعد اللحظة دي.. قعدنا 21 يوم ما نعرفش حاجة عن ماما' جهاد خالد.. تروي تفاصيل اعتقال الأمن المصري لوالدتها المحامية هدى عبد المنعم منذ نوفمبر/ تشرين الثاني وحتى الآن  لمتابعتنا على  https://twitter.com/ajplusarabi https://www.facebook.com/ajplusarabi موقعنا: http://ajplus.net/arabi
لمتابعة حلقات 'السليط الإخباري' https://goo.gl/sCG87B السليط الإخباري - فحص الوطنية | الحلقة (4) الموسم السادس الكشف...",human-rights-press-freedom,twitter
1181308517170458625,بين ثنايا الحملات الانتخابية.. قضايا خطيرة واتهامات متبادلة بين المرشحين تثير مخاوف التونسيين من انحراف المسار الديمقراطي | لطفي حجي – الجزيرة – تونس ,politics,twitter
1139337350704705536,"""إصلاحيون""، أم ""إرهابيون"" كما في نظر السلطات #السعودية؟ لماذا يساق الشيخ #سلمان_العودة واثنان من رفاقه إلى حكم وتنفيذ وشيك ""بالقتل تعزيرا""؟ ",politics,twitter
1092800011853856769,إنفلونزا الخنازير تطرق أبواب #المغرب.. وزارة الصحة تقول إن الإصابة بالفيروس ما تزال عادية والمعارضة تنتقد الاستخفاف الرسمي بخطورة الوضع الصحي القائم ,health,twitter
1161270393057021953,RT @AJABreaking: عاجل | مصدر عسكري يمني للجزيرة: القادة العسكريون الذين قاتلوا حتى آخر لحظة مازالوا لدى القوة السعودية بعدن,crime-war-conflict,twitter
1131119658134843392,"RT @ajanet_ar: رفض الانتهاكات
رغم وجود مناخ من ""التخوين والتخويف"" تُمارسه السلطات المصرية، القطاع العمالي والمهني يتحدى لتنظيم فعالياته وفق…",politics,twitter
1203264175830708225,"""لنا أصدقاء بقطر وأبناء عمومة وجماعة مستحيل نقاطعهم.. الله سبحانه وتعالى أمرنا بصلة الرحم فكيف تأمرني بالمقاطعة"".. ناشط خليجي يعقب في سناب شات على قرار مقاطعة #قطر.
#الجزيرة",politics,twitter
1153980941020229633,"""الصبر"" ثمرة أهالي #غزة المفضلة.. يُحافظ الفلسطيني عبد الله البشّيتي ""62 عاما"" على تقليد ورثه من والده، يتمثل بجني ثمار التين الشوكي المعروف في القطاع باسم ""الصبر"" وتمثّل أشجاره سورا محيطا بحقول الزيتون في منطقة ""معَن"" الريفية شرقي #خان_يونس",others,twitter
1156306515030134784,"RT @ajanet_ar: عملية مصالحة 

رئيس حزب الأمة يقول إن كان حميدتي يتطلع لدور قيادي فسيكون مقبولًا إذا أصبح مواطنًا مدنيًا واتجه لتشكيل حزب خا…",others,twitter
1099049254759342080,RT @AJABreaking: عاجل | قيادي بالمؤتمر الشعبي السوداني: لا يبدو إن هنالك إرادة لإحداث حالة انتقالية في #السودان,politics,twitter
1141690267793272832,RT @AJABreaking: عاجل | بوتين: العقوبات على #إيران غير مبررة وأي تصرف عسكري أمريكي ضد #طهران سيؤدي إلى كارثة في الشرق الأوسط,politics,twitter
1104441509938675712,تساؤلات انتشرت حول ما إذا كانت انتقادات الرئيس الفرنسي ماكرون لحقوق الإنسان في #السعودية ستتسبب في أزمة دبلوماسية بين البلدين كالتي حدثت مع #كندا.. ما رأيك؟,politics,twitter
1142832868097482760,عاجل | الحرس الثوري الإيراني يؤكد أن احتجاز سفينة ضالعة بتهريب النفط في المياه الخليجية قد تم الأحد الماضي,politics,twitter
1213815413236228096,70 مليون لاجئ في العالم العام الماضي والأمم المتحدة تنظم المنتدى العالمي الأول للاجئين لمساعدة أكبر كتلة بشرية متحركة في عام واحد | تقرير: أحمد مرزوق #الحصاد ,human-rights-press-freedom,twitter
1165232284267474945,"أردوغان: ""نتنياهو أنت ظالم""
نتنياهو يرد: ""أردوغان كان يهاجمني كل ساعتين، الآن كل 6 ساعات""
حرب كلامية بين أردوغان ونتنياهو👇 ",politics,twitter
1213876586287681536,#تغطية_حية | مراسم تنصيب الرئيس الجزائري عبد المجيد تبون ,politics,twitter
1140697247761539072,عاجل | رئيس المجلس الأعلى للدولة في #ليبيا خالد المشري: اغتيال مرسي بدأ بالانقلاب ثم السجن الانفرادي ومنع الدواء,politics,twitter
1175505363690491905,أوراق يعاد استخدامها 80 مرة,science-and-technology,twitter
1112799345315926017,"حكومة نتنياهو تخطط لإقامة 30 ألف وحدة سكنية جديدة في المستوطنات الإسرائيلية المقامة في #الجولان السوري المحتل
",crime-war-conflict,twitter
1148592644915789824,"تزامنا مع اقتراب موعد محاكمته في نهاية الشهر الجاري.. مغردون يطلقون حملة إلكترونية عالمية 
#سننقذ_سلمان_العودة ",human-rights-press-freedom,twitter
1212463502738231296,"4 من كل 5 أشخاص في العالم لا يغسلون أيديهم بعد استعمال الحمام.. 
أرقام صادمة قد تغير نظرتكم تجاه هذا التصرف البسيط",health,twitter
1103372153553121281,"فساد وتسيّب قطاع الآثار وصل حد السماح لأجانب بتأدية طقوس دينية داخل #الهرم_الأكبر 
#في_حضرة_الفرعون #تاريخ_للبيع #آثار ",politics,twitter
1159880933874569218,"تزامنا مع اقتراب موعد محاكمته في نهاية الشهر الجاري.. مغردون يطلقون حملة إلكترونية عالمية 
#سننقذ_سلمان_العودة ",human-rights-press-freedom,twitter
1206469360665186304,أكبر شركات تصنيع السجائر التي تتخذ من سويسرا مقراً لها تصدر سجائر أكثر سمية وأسرع إدماناً لأفريقيا!,health,twitter
1133785898930311168,"RT @ajanet_ar: مطالب عادلة
شاركن في الاعتصام وإيواء الثوار والآن يُردن الحصول على نصف المقاعد في كل أجهزة السلطة الانتقالية.. هل يحصلن على…",politics,twitter
1168365429980446720,"""أسكن في بيت أبي، وأبي يسكن في بيت أبيه""
مواطن جزائري يبكي ويصرخ، ويمنعه الأمن من الوصول إلى مسؤولين ",human-rights-press-freedom,twitter
1104280658808066048,#ترمب: تصويت مجلس النواب على توسيع قانون الكراهية كان مخزيا لأن الديمقراطيين أصبحوا حزبا معاديا لإسرائيل واليهود ,politics,twitter
1082494619898863616,"#باريس فقدت بين 2011 و2016 نحو ستين ألفا من ساكنيها الذين يقدر عددهم بمليونين و190 ألف نسمة 
",others,twitter
1156553053610401794,RT @AJABreaking: عاجل | تجمع المهنيين السودانيين: نحمل المجلس العسكري وكل الأجهزة الأمنية مسؤولية ما حدث في الأبيض,politics,twitter
1192024774945452032,"أهل #غزة المحاصرون منذ عشر سنوات يجدون في عروض السيرك الفنية التي قدمها ثلاثة مدربون إيرلنديون والحركات البهلوانية متنفسا لنسيان واقعهم المعيشي الصعب.
المصدر: الأناضول",art-and-entertainment,twitter
1172466018675019776,الجيش الإسرائيلي يرفع حالة التأهب في صفوف قواته على طول السياج الأمني الحدودي مع قطاع #غزة ,crime-war-conflict,twitter
1175475259346227201,"""صديقتها التوأم اللي قضوا 5 سنين مع بعض..
الله كتب لهم يتوفوا مع بعض.. ودُفنوا مع بعض في نفس القبر""
عائلة الطفلة الأردنية سارة تحكي ألم فقدانها وتفاصيل الخلط بين جثمانها وجثمان صديقتها",others,twitter
1212033233610780673,"#حفتر وصل إلى #القاهرة يوم الإثنين في زيارة غير معلن عنها رسميا يلتقي خلالها الرئيس المصري لبحث تطورات ومستجدات الأوضاع على الساحة الليبية
",politics,twitter
1181411393393836032,صالح عن الحكومة الشرعية: هذه بضاعتي وخبزي وعجيني..,politics,twitter
1216786032575832066,"#ليفربول هذا العام:
بطل دوري أبطال أوروبا🏆
بطل كأس السوبر 🏆
بطل كأس العالم للأندية للمرة الأولى في تاريخه🏆
عام مليء بالإنجازات بالنسبة لفريق محمد صلاح.. بالمناسبة صلاح فاز بجائزة أفضل لاعب في النسخة 16 من بطولة كأس العالم للأندية التي استضافتها قطر.
وأنتم كيف كان عامكم؟ ",sports,twitter
1133810580752666624,"RT @ajanet_ar: ""المحادثات ممكنة""
#طهران وجهت رسالة لبولتون ومن ""يطبل للحرب"" مفادها أنها مستعدة للرد بحسم وقوة على أي اعتداء

التفاصيل 👇
htt…",politics,twitter
1181543349616074757,"""لا يصح تربوياً أن يمارسوا هذه المهنة على الأقل، مهنة التربية والتعليم""
هذا ما قاله وزير التربية والتعليم المصري طارق شوقي عند إعلانه قرار فصل 1070 معلماً متهمين بالانتماء إلى جماعة الإخوان المسلمين، أو صدرت ضدهم أحكام. ",education,twitter
1202991542027337729,"الثورة المضادة في اليمن
التحق اليمن بدول الربيع العربي وخرج الشباب يطالبون بتغيير نظام علي عبدالله صالح، لكن الرجل استطاع أن يحتوي الثورة ثم بدأ في ثورة مضادة فتكت باليمن. تحالف صالح مع الحوثيين، أعدائه السابقين، ليحافظ على مصالحه، ليصل اليمن اليوم إلى حرب خلفت قتلى ودمارا وتدهورا كبيرا.  إعداد وأداء صوتي: محمد الشاذلي غرافيكس: محمد كاخي مونتاج: ضحى القحطار  لمتابعتنا على تويتر https://twitter.com/ajplusarabi للتواصل معنا على فيسبوك  https://www.facebook.com/ajplusarabi  لتصفح موقعنا الإلكتروني http://ajplus.net/arabi/ للاشتراك في قناتنا http://www.youtube.com/channel/UC-4KnPMmZzwAzW7SbVATUZQ?sub_confirmation=1",politics,twitter
1116415456099872773,"RT @ajanet_ar: له تصريحات لافتة.. تعرف على الاسم الأبرز على الساحة السودانية عقب إعلانه الإطاحة بالنظام الحاكم 👇
",politics,twitter
1215582346088456193,"#ما_وراء_الخبر - يناقش تهديد #ترمب بقصف أهداف إيرانية بينها مواقع ثقافية ووصف طهران ذلك التهديد بأنه ""جريمة حرب"" ",crime-war-conflict,twitter
1082563267120193536,RT @AJABreaking: عاجل | وزير الإعلام اليمني: الهجوم الإماراتي  اعتداء على دولة مستقلة ويتناقض مع أهداف التحالف,politics,twitter
1122439763905196032,"""من يتهمون تركيا تسببوا في قتل 70 مليون إنسان خلال الحربين العالميتين""
أردوغان يوجه خطاباً شديد اللهجة لإيمانويل ماكرون بسبب اعتماد فرنسا يوماً لإحياء ما يُسمى ""إبادة الأرمن""
المصطلح الذي ترفضه تركيا وتعتبر ما جرى ""مأساة مشتركة"" ",politics,twitter
1129786136115654656,المسافر - جولة جديدة.. اكتشفوها معنا ,others,twitter
1215705446625038336,"@ZENAALDK للأسف فنلندا سبقتها دول كثيرة في هذا التصنيف. يمكنك الاطلاع على التقرير عبر هذا الرابط:
",others,twitter
1170220828597899265,الانتخابات النصفية الأمريكية تضع مستقبل ترمب على المحك.. هل ينجح في المحافظة على شعبيته؟ ,politics,twitter
1159472114577104896,#أبوظبي تعتزم سحب قواتها من #اليمن لتتحول من الاستراتيجية العسكرية إلى مبدأ السلام أولا.. هزيمة أم أزمة أم حصاد مرحلة؟ | تقرير: رأفت الرفاعي ,politics,twitter
1162695049903316992,"""الدول التي رفضت مشروع القرار ينبغي أن تخجل من نفسها""
هكذا قال سفير إسرائيل لدى الأمم المتحدة بعد فشل الولايات المتحدة في إدانة حماس بالإرهاب وعدم الحصول على موافقة ثلثي أعضاء الجمعية العامة..
حماس ترد: رفض المشروع يمثل ضربة للإدارة الأمريكية ويؤكد شرعية المقاومة. ",politics,twitter
1121399087411224576,الجديد الجديد.. من حسين الجسمي ورفاقه: #قولوا_لقطر,art-and-entertainment,twitter
1129926072009678853,RT @AJABreaking: عاجل | رئيس سريلانكا للجزيرة: لو كنا على علم مسبق بهجمات عيد الفصح لاتخذنا إجراءات احترازية لتفادي المأساة,crime-war-conflict,twitter
1211761377280348161,#ليبيا تدخل مرحلة جديدة في الحسابات الدولية.. #تركيا تنتظر موافقة البرلمان على إرسال قواتها مقابل توجس في معكسر داعمي #حفتر بالمنطقة | تقرير: نسيبة موسى #الحصاد ,crime-war-conflict,twitter
1113999745318555649,"يصادف موكب السبت المقبل ذكرى انتفاضة شعبية أطاحت بالرئيس الأسبق جعفر نميري في 6 أبريل/نيسان 1985
",politics,twitter
1159903775047315456,عاجل | وزير الطاقة السعودي: الهجمات الإرهابية على معملي بقيق وخريص نتج عنها توقف مؤقت في عمليات الإنتاج,crime-war-conflict,twitter
1206574700391849984,RT @AJABreaking: عاجل | الرئيس العراقي: نرفض أن يكون #العراق منطلقا للاعتداء على أي دولة وأن يكون مصدر تهديد لأي من جيرانه,politics,twitter
1197148560585826309,المحتجون في لبنان يقفون جنباً إلى جنب ويمنعون النواب من المرور في الطرقات.. كيف حاول النواب العبور؟ ,politics,twitter
1196048079696384001,RT @AJalmashaa: #المشاء - غسان كنفاني عاش في الكويت وأثر في أجيال متعاقبة من المثقفين العرب ,art-and-entertainment,twitter
1184898852454879234,الشرطة اليونانية توقف لبنانيا متهما باختطاف طائرة ركاب أمريكية عام 1985 والمشاركة في قتل مسافر أمريكي ,crime-war-conflict,twitter
1163436847864909824,"""ليس بصحة جيدة لكنه لا يزال حياً"".. محاولات إنقاذ أوروبية للاتفاق النووي الإيراني خلال اجتماع وزراء خارجية دولها، هل يفي الأوروبيون بوعودهم لإيران بعد العقوبات الأمريكية عليها؟ | تقرير: وليد عطار ",politics,twitter
1095276327828160512,في يومها الرياضي.. #قطر تصبح ملعبا كبيرا لمزاولة مختلف الأنشطة والفعاليات الرياضية الجذابة ,sports,twitter
1166824503755890690,@fetamy66 @AbdullahBoftain راسلنا من فضلك يا صديقتنا للحصول على بيانات أصحاب القصة إذا كنت ترغب في مساعدتهم.,others,twitter
1217266347157204992,"""ضريبة الواتساب"" أدت إلى احتجاجات غير مسبوقة في مختلف مناطق لبنان مطالبة بإصلاحات اقتصادية واجتماعية وتوسعت بعد ذلك لتشمل استقالة الحكومة ما أدى لاستقالة رئيس الوزراء سعد الحريري.. واستمرت الاحتجاجات تقول ""كلن يعني كلن"" ",politics,twitter
1162795809760600064,RT @AJABreaking: عاجل | موغريني: لا يوجد طرف من الدول الموقعة على الاتفاق النووي يرى الخطوات الإيرانية انتهاكا كبيرا للاتفاق,politics,twitter
1176881641794539520,"""أنا أخذت أعلى وسام النهاردة""
كلمات من السيسي جعلت الفنانة المصرية رجاء الجداوي تبكي في احتفالية اليوم العالمي لذوي الإعاقة بالقاهرة.. شاهدوا ماذا قال لها: ",politics,twitter
1049708479412342785,"الإعلام السعودي واختفاء #خاشقجي.. ""الشماعة القطرية"" ما زالت تعمل
https://t.co/4wcLYzjjCA
الرابط البديل: https://t.co/ufWfzwjaHz ",human-rights-press-freedom,twitter
1164063476345708545,RT @AJABreaking: عاجل | هيومن رايتس ووتش: عمليات بحرية التحالف السعودي الإماراتي أسفرت عن مقتل 47 مدنيا يمنيا منذ عام 2018,human-rights-press-freedom,twitter
1197975538310234112,"""كلما ذكر اسم الإمارات اندمى هذا الجرح وصار يؤلمني وأتذكر الماضي"".. القطري محمود الجيدة يروي قصة سجنه في ""غوانتانامو الإمارات""
#الجزيرة➡️الإمارات
#الجزيرة➡️حقوق",human-rights-press-freedom,twitter
1069592088780537858,RT @AJABreaking: عاجل | السفير الإيراني في لندن: الناقلة غريس 1 ستبحر من جبل طارق قريبا,politics,twitter
1128715396889161728,RT @AJABreaking: عاجل | قوى الحرية والتغيير في #السودان: نحذر من تكرار سيناريو مجزرة الإثنين الماضي,politics,twitter
1113174067505455104,RT @AJABreaking: عاجل | بوتفليقة في رسالة استقالته: قررت إنهاء عهدتي بصفة رئيس الجمهورية اعتبارا من اليوم الثلاثاء 2 أبريل 2019,politics,twitter
1122550295463124992,"RT @ajanet_ar: الخروج من الأزمة
هامل في يد قاضي التحقيقات بالتزامن مع دعوات لإيجاد شخصية توافقية للرئاسة.. تعرف على آخر المستجدات هناك

الت…",politics,twitter
1152246721524555776,RT @AJABreaking: عاجل | حركة الجهاد: غارة إسرائيلية استهدفت منزل القيادي في الحركة أكرم العجوري بدمشق أسفرت عن استشهاد ابنه,crime-war-conflict,twitter
1078622389020180480,RT @AJABreaking: عاجل | مراسل #الجزيرة : تعزيزات عسكرية للجيش التركي تدخل الأراضي السورية عبر بوابة جرابلس بريف #حلب الشرقي,crime-war-conflict,twitter
1141778199187263491,أستاذ العلاقات الدولية في الجامعة الأردنية حسن البراري: التحركات الأخيرة التي اتخذها المجلس الانتقالي السوداني ومنها إغلاق قناة #الجزيرة بالخرطوم جاءت بتنسيق عالي مع #الرياض والقاهرة وأبو ظبي ,politics,twitter
1213905030480367618,"""متمسكون بحق التعليم والمشاركة بالتغيير"".. أساتذة وجامعيون يبادرون بافتتاح مدرسة تطوعية بساحة التحرير في #بغداد وسط إقبال كبير من الطلاب والمتظاهرين

",education,twitter
1094544002148433920,تعرف على جهود وتحديات الاندماج الاقتصادي والسياسي في الاتحاد الأفريقي ,business-and-economy,twitter
1194850794358673408,RT @AJABreaking: عاجل | مراسل #الجزيرة: صافرات الإنذار تدوي في بلدات متاخمة لغزة بعد دخول اتفاق وقف إطلاق النار حيز التنفيذ,crime-war-conflict,twitter
1218090097184313344,RT @AJABreaking: عاجل | المرشد الإيراني: سليماني كان أقوى القادة في مكافحة الإرهاب,politics,twitter
1195755985765224448,@Safwankamall @TheHolidays_Eid صديقنا صفوان، إذا كنت ستجرب هذه المصارعة فمن هو الشخص الذي ستدعوه لنزالك؟,others,twitter
1125448636740067329,RT @AJABreaking: عاجل | المتحدث باسم الأمين العام للأمم المتحدة: تمكنا من احتواء أسوأ تصعيد في غزة منذ 2014 بعد اتصالات مع #مصر وقطر,politics,twitter
1192203756307222530,"ألعاب بهلوانية في مخيم الزعتري
جمعية ريليف إترناشونال تطلق برنامجاً ترفيهياً في مخيم الزعتري في الأردن لتعليم الأطفال السوريين اللاجئين مهارات السيرك.   إعداد: ريما عيتاني  لمتابعتنا على تويتر https://twitter.com/ajplusarabi للتواصل معنا على فيسبوك  https://www.facebook.com/ajplusarabi  لتصفح موقعنا الإلكتروني http://ajplus.net/arabi/ للاشتراك في قناتنا http://www.youtube.com/channel/UC-4KnPMmZzwAzW7SbVATUZQ?sub_confirmation=1",art-and-entertainment,twitter
1150442330786160641,أن تكون ملكاً بالاسم، تحضر التشريفات والحفلات ويهتف الناس باسمك، بينما هناك آخرون يتولون زمام الأمور ويتحملون العواقب.. إنها الملكية الدستورية,politics,twitter
1128247379319250944,بعد يوم من تمرير مريح للتعديلات الدستورية التي تتيح للسيسي الاستمرار في السلطة حتى عام 2030.. الرئيس المصري يعيد فرض حالة الطوارئ في عموم البلاد لثلاثة أشهر قادمة ,politics,twitter
1214311590780178440,"""صحيح رقصنا وكل شيء،
بس الموسيقى بتعبر عن هتافات للمصلحة العامة""
مسن يحكي #قصة_إنسان من لبنان ",art-and-entertainment,twitter
1196186248462782465,@samir_Rimas_p ونحن أيضاً نتمنى للطفلة الطموحة يُسر تحقيق أمنيتها,others,twitter
1172281299404500992,RT @AJABreaking: عاجل | الداخلية المصرية تعلن تصفية 17 شخصا بالقاهرة والفيوم وحلوان وتقول إنهم من المتورطين بتفجير معهد الأورام,crime-war-conflict,twitter
1218086763996045312,RT @AJABreaking: عاجل | وزير الخارجية الروسي: استعادة الدولة في #ليبيا ما زالت بعيدة المنال,politics,twitter
1175205106779906048,"أظهرت دراسة نشرتها جريدة ""لانسيت"" الطبية البريطانية زيادة متوسط عمر الإنسان ست سنوات، ليرتفع من 65.5 عاما في سنة 1990، إلى 71.5 عاما في سنة 2013 
#طب_وصحة
لمزيد من التفاصيل | #الجزيرة نت 
www.aljazeera.net",health,twitter
1167372637632225280,"أعلن الرئيس الأميركي باراك أوباما في الثاني من مايو/ أيار ٢٠١١ مقتل زعيم تنظيم القاعدة أسامة بن لادن في عملية عسكرية لـ #أميركا على بلدة أبت آباد في #باكستان حيث كان يقيم بالخفاء لعقد من الزمن، في الوقت الذي عدت فيه باكستان قيام واشنطن بالعملية بقرار أحادي الجانب عدوانا على سيادتها.
#الجزيرة",politics,twitter
1093381340995567616,"#قطر تستلم أول طائرة مقاتلة متطورة من نوع ""رافال"" وهي أول طائرة من مجموع ستة وثلاثين وقعت الدوحة عقود شرائها من #فرنسا ",politics,twitter
1188293848491089920,"#شاهد | جنود الاحتلال يعتدون على المصلين لمنعهم من الوصول إلى المسجد #الأقصى في الجمعة الأخيرة من شهر #رمضان.
#الجزيرة",human-rights-press-freedom,twitter
1156631900557053957,التبول في الأماكن العامة قد يكلفكم شهرين من التنظيف.. نواب برلمانيون مغاربة يطرحون مشروع قانون لإلزام المتبولين في الشارع بتنظيف أماكن تبولهم مدة شهرين ,politics,twitter
1187317840501714945,"#تركيا تحتفل بالذكرى 563 لفتح القسطنطينية -#اسطنبول حاليا- على يد الجيش العثماني، في ميدان ""يني قابي"" وسط المدينة بحضور جماهيري كبير.
#الجزيرة",others,twitter
1103296726956429312,"#كاريكاتير | جدران الاحتلال
المزيد من الرسوم على الرابط التالي:
http://www.aljazeera.net/caricature
#الجزيرة",politics,twitter
1136373142023266305,عاجل | الأمم المتحدة تؤكد نقل موظفي برامجها غير الأساسية في #السودان إلى خارج البلاد وتقول إن عملياتها هناك مستمرة,politics,twitter
1146845191728488448,RT @AJABreaking: عاجل | محكمة العدل الدولية ترفض الدعوى التي قدمتها الإمارات ضد #قطر,politics,twitter
1202591648791875585,"@6iiyo صديقتنا ماذا تقصدين بـ""الضرب بجميع الأنواع""؟ 😰 هل تقصدين الضرب المؤلم؟",others,twitter
1104722560045010944,RT @AJABreaking: عاجل | عباس يكلف عضو اللجنة المركزية لحركة فتح محمد اشتيه بتشكيل الحكومة الفلسطينية المقبلة,politics,twitter
1078463068668153856,"الرئيس الموريتاني الحالي أكد في مناسبات سابقة أنه لن يعدل الدستور من أجل الترشح مرة ثالثة
",politics,twitter
1216676530094518278,عاجل | رئيس أركان الجيش السوداني: مقتل عسكريين اثنين وإصابة 4 آخرين وتمكنا من القضاء على التمرد بأقل الخسائر,crime-war-conflict,twitter
1126125399623249924,رئيس حزب جبهة العدالة والتنمية الجزائري يرفض دعوة الرئيس المؤقت للقاء ثنائي ويعتبر أن لا شرعية له ,politics,twitter
1183406395909124096,@Abuhuss74969333 @MunaHawwa شكراً على مشاركتك أبو حسني، وبالتأكيد الزميلة منى ستنظر إلى اقتراحك. سعيدون بتفاعلك معنا,others,twitter
1083981895564615680,RT @AJABreaking: عاجل | تقرير لنيويورك تايمز: FBI فتح تحقيقا بشأن ما إذا كان ترمب يعمل لصالح روسيا بعد طرده مديره السابق كومي,politics,twitter
